19 1719418218 8,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418219 8,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418220 8,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418221 8,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418222 8,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418223 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418224 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418225 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418226 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418227 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418228 6,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418229 6,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418230 6,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418231 6,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418232 6,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418233 0,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418234 0,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418235 0,800000 -1,000000 -101,000000 0,000000 0,000000
61 1719418233 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418234 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418235 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418236 0,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418237 0,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418238 1,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418239 1,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418240 1,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418241 1,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418242 1,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418243 1,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418244 1,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418245 1,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418246 1,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418247 1,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418248 1,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418249 1,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418250 1,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418251 1,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418252 1,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418253 1,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418254 1,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418255 1,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418256 1,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418257 1,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418258 0,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418259 0,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418260 0,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418261 0,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418262 0,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418268 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418269 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418270 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418271 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418272 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418278 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418279 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418280 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418281 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418282 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418283 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418284 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418285 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418286 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418287 3,800000 -1,000000 -101,000000 0,000000 0,000000
19 1719418288 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418289 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418290 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418291 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418292 0,200000 -1,000000 -101,000000 0,000000 0,000000
19 1719418293 0,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418294 0,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418295 0,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418296 0,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418297 0,400000 -1,000000 -101,000000 0,000000 0,000000
19 1719418298 1,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418299 1,600000 -1,000000 -101,000000 0,000000 0,000000
19 1719418300 1,600000 -1,000000 -101,000000 0,000000 0,000000
61 1719418236 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418237 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418293 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418294 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418295 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418296 0,200000 -1,000000 -101,000000 0,000000 0,000000
61 1719418297 0,200000 -1,000000 -101,000000 0,000000 0,000000
93 1719418243 0,400000 -1,000000 -101,000000 0,000000 0,000000
93 1719418244 0,400000 -1,000000 -101,000000 0,000000 0,000000
93 1719418245 0,400000 -1,000000 -101,000000 0,000000 0,000000
93 1719418246 0,400000 -1,000000 -101,000000 0,000000 0,000000
93 1719418247 0,400000 -1,000000 -101,000000 0,000000 0,000000
93 1719418248 0,200000 -1,000000 -101,000000 0,000000 0,000000
93 1719418249 0,200000 -1,000000 -101,000000 0,000000 0,000000
93 1719418250 0,200000 -1,000000 -101,000000 0,000000 0,000000
93 1719418251 0,200000 -1,000000 -101,000000 0,000000 0,000000
93 1719418252 0,200000 -1,000000 -101,000000 0,000000 0,000000
93 1719418253 0,200000 -1,000000 -101,000000 0,000000 0,000000
93 1719418254 0,200000 -1,000000 -101,000000 0,000000 0,000000
