1719432613	0	1719432615
1719432615	5	1719432794
1719432794	10	1719432974
1719432974	15	1719433154
1719433154	20	1719433334
1719433334	25	1719433514
1719433514	30	1719438014
1719438014	25	1719438044
1719438044	21	1719438065
1719438065	20	1719438074
1719438074	15	1719438104
1719438104	11	1719438107
1719438107	10	1719438134
1719438134	6	1719438164
1719438164	2	1719438186
1719438186	1	1719438205
