11 1719311437 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311438 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311439 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311440 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311441 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311442 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311443 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311444 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311445 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311446 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311447 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311448 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311449 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311450 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311451 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311452 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311453 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311454 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311455 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311456 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311462 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311463 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311464 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311465 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311466 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311467 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311468 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311469 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311470 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311471 1,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311472 1,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311473 1,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311474 1,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311475 1,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311476 1,400000 -1,000000 -101,000000 0,000000 0,000000
11 1719311477 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311478 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311479 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311480 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311481 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311497 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311498 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311499 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311500 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311501 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311507 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311508 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311509 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311510 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311511 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311517 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311518 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311519 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311520 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311521 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311522 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311523 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311524 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311525 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311526 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1719311532 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311533 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311534 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311535 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311536 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1719311537 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311538 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311539 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311540 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311541 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311542 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311543 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311544 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311545 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311546 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1719311547 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311548 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311549 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311550 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311551 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1719311552 0,800000 -1,000000 -101,000000 0,000000 0,000000
