34 1719593455 8,800000 -1,000000 -101,000000 0,000000 0,000000
34 1719593456 8,800000 -1,000000 -101,000000 0,000000 0,000000
34 1719593457 8,800000 -1,000000 -101,000000 0,000000 0,000000
34 1719593458 8,800000 -1,000000 -101,000000 0,000000 0,000000
34 1719593459 8,800000 -1,000000 -101,000000 0,000000 0,000000
34 1719593460 10,000000 -1,000000 -101,000000 0,000000 0,000000
34 1719593461 10,000000 -1,000000 -101,000000 0,000000 0,000000
34 1719593462 10,000000 -1,000000 -101,000000 0,000000 0,000000
34 1719593463 10,000000 -1,000000 -101,000000 0,000000 0,000000
34 1719593464 10,000000 -1,000000 -101,000000 0,000000 0,000000
34 1719593465 0,400000 -1,000000 -101,000000 0,000000 0,000000
34 1719593466 0,400000 -1,000000 -101,000000 0,000000 0,000000
34 1719593467 0,400000 -1,000000 -101,000000 0,000000 0,000000
34 1719593468 0,400000 -1,000000 -101,000000 0,000000 0,000000
34 1719593469 0,400000 -1,000000 -101,000000 0,000000 0,000000
34 1719593470 1,200000 -1,000000 -101,000000 0,000000 0,000000
34 1719593471 1,200000 -1,000000 -101,000000 0,000000 0,000000
34 1719593472 1,200000 -1,000000 -101,000000 0,000000 0,000000
34 1719593473 1,200000 -1,000000 -101,000000 0,000000 0,000000
34 1719593474 1,200000 -1,000000 -101,000000 0,000000 0,000000
34 1719593475 2,200000 -1,000000 -101,000000 0,000000 0,000000
34 1719593476 2,200000 -1,000000 -101,000000 0,000000 0,000000
34 1719593477 2,200000 -1,000000 -101,000000 0,000000 0,000000
67 1719593470 0,200000 -1,000000 -101,000000 0,000000 0,000000
67 1719593471 0,200000 -1,000000 -101,000000 0,000000 0,000000
67 1719593472 0,200000 -1,000000 -101,000000 0,000000 0,000000
67 1719593473 0,200000 -1,000000 -101,000000 0,000000 0,000000
67 1719593474 0,200000 -1,000000 -101,000000 0,000000 0,000000
78 1719593475 0,200000 -1,000000 -101,000000 0,000000 0,000000
78 1719593476 0,200000 -1,000000 -101,000000 0,000000 0,000000
78 1719593477 0,200000 -1,000000 -101,000000 0,000000 0,000000
78 1719593478 0,200000 -1,000000 -101,000000 0,000000 0,000000
78 1719593479 0,200000 -1,000000 -101,000000 0,000000 0,000000
